run,type,module,name,attrname,attrvalue,value
General-0-20210826-18:26:01-8564,param,,,*.host[1].mobility.initialX,0m,
General-0-20210826-18:26:01-8564,param,,,*.host[1].mobility.initialY,0m,
General-0-20210826-18:26:01-8564,param,,,*.host[1].mobility.initialZ,30000m,
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-0-20210826-18:26:01-8564,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-0-20210826-18:26:01-8564,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-6-20210826-18:26:04-10976,runattr,,,configname,General,
General-6-20210826-18:26:04-10976,runattr,,,datetime,20210826-18:26:04,
General-6-20210826-18:26:04-10976,runattr,,,experiment,General,
General-6-20210826-18:26:04-10976,runattr,,,inifile,omnetpp.ini,
General-6-20210826-18:26:04-10976,runattr,,,iterationvars,$xValues=180000,
General-6-20210826-18:26:04-10976,runattr,,,iterationvarsf,xValues=180000-,
General-6-20210826-18:26:04-10976,runattr,,,measurement,$xValues=180000,
General-6-20210826-18:26:04-10976,runattr,,,network,traceBasedRadioModel,
General-6-20210826-18:26:04-10976,runattr,,,processid,10976,
General-6-20210826-18:26:04-10976,runattr,,,repetition,6,
General-6-20210826-18:26:04-10976,runattr,,,replication,#6,
General-6-20210826-18:26:04-10976,runattr,,,resultdir,results,
General-6-20210826-18:26:04-10976,runattr,,,runnumber,6,
General-6-20210826-18:26:04-10976,runattr,,,seedset,6,
General-6-20210826-18:26:04-10976,itervar,,,xValues,180000,
General-6-20210826-18:26:04-10976,param,,,*.numHosts,2,
General-6-20210826-18:26:04-10976,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-6-20210826-18:26:04-10976,param,,,*.host[*].numApps,1,
General-6-20210826-18:26:04-10976,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-6-20210826-18:26:04-10976,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-6-20210826-18:26:04-10976,param,,,*.host[0].app[0].destPort,5000,
General-6-20210826-18:26:04-10976,param,,,*.host[0].app[0].messageLength,100B,
General-6-20210826-18:26:04-10976,param,,,*.host[0].app[0].sendInterval,1s,
General-6-20210826-18:26:04-10976,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-6-20210826-18:26:04-10976,param,,,*.host[0].app[0].startTime,0s,
General-6-20210826-18:26:04-10976,param,,,*.host[0].app[0].stopTime,10000s,
General-6-20210826-18:26:04-10976,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-6-20210826-18:26:04-10976,param,,,*.host[1].app[0].localPort,5000,
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].mac.useAck,false,
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-6-20210826-18:26:04-10976,param,,,*.host[*].**.bitrate,10 Mbps,
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-6-20210826-18:26:04-10976,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-6-20210826-18:26:04-10976,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-6-20210826-18:26:04-10976,param,,,*.host[*].mobility.initFromDisplayString,false,
General-6-20210826-18:26:04-10976,param,,,*.host[0].mobility.initialX,180000m,
General-6-20210826-18:26:04-10976,param,,,*.host[0].mobility.initialY,0m,
General-6-20210826-18:26:04-10976,param,,,*.host[0].mobility.initialZ,30000m,
General-6-20210826-18:26:04-10976,param,,,*.host[1].mobility.initialX,0m,
General-6-20210826-18:26:04-10976,param,,,*.host[1].mobility.initialY,0m,
General-6-20210826-18:26:04-10976,param,,,*.host[1].mobility.initialZ,30000m,
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-6-20210826-18:26:04-10976,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-6-20210826-18:26:04-10976,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-11-20210826-18:26:06-18972,runattr,,,configname,General,
General-11-20210826-18:26:06-18972,runattr,,,datetime,20210826-18:26:06,
General-11-20210826-18:26:06-18972,runattr,,,experiment,General,
General-11-20210826-18:26:06-18972,runattr,,,inifile,omnetpp.ini,
General-11-20210826-18:26:06-18972,runattr,,,iterationvars,$xValues=220000,
General-11-20210826-18:26:06-18972,runattr,,,iterationvarsf,xValues=220000-,
General-11-20210826-18:26:06-18972,runattr,,,measurement,$xValues=220000,
General-11-20210826-18:26:06-18972,runattr,,,network,traceBasedRadioModel,
General-11-20210826-18:26:06-18972,runattr,,,processid,18972,
General-11-20210826-18:26:06-18972,runattr,,,repetition,1,
General-11-20210826-18:26:06-18972,runattr,,,replication,#1,
General-11-20210826-18:26:06-18972,runattr,,,resultdir,results,
General-11-20210826-18:26:06-18972,runattr,,,runnumber,11,
General-11-20210826-18:26:06-18972,runattr,,,seedset,11,
General-11-20210826-18:26:06-18972,itervar,,,xValues,220000,
General-11-20210826-18:26:06-18972,param,,,*.numHosts,2,
General-11-20210826-18:26:06-18972,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-11-20210826-18:26:06-18972,param,,,*.host[*].numApps,1,
General-11-20210826-18:26:06-18972,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-11-20210826-18:26:06-18972,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-11-20210826-18:26:06-18972,param,,,*.host[0].app[0].destPort,5000,
General-11-20210826-18:26:06-18972,param,,,*.host[0].app[0].messageLength,100B,
General-11-20210826-18:26:06-18972,param,,,*.host[0].app[0].sendInterval,1s,
General-11-20210826-18:26:06-18972,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-11-20210826-18:26:06-18972,param,,,*.host[0].app[0].startTime,0s,
General-11-20210826-18:26:06-18972,param,,,*.host[0].app[0].stopTime,10000s,
General-11-20210826-18:26:06-18972,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-11-20210826-18:26:06-18972,param,,,*.host[1].app[0].localPort,5000,
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].mac.useAck,false,
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-11-20210826-18:26:06-18972,param,,,*.host[*].**.bitrate,10 Mbps,
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-11-20210826-18:26:06-18972,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-11-20210826-18:26:06-18972,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-11-20210826-18:26:06-18972,param,,,*.host[*].mobility.initFromDisplayString,false,
General-11-20210826-18:26:06-18972,param,,,*.host[0].mobility.initialX,220000m,
General-11-20210826-18:26:06-18972,param,,,*.host[0].mobility.initialY,0m,
General-11-20210826-18:26:06-18972,param,,,*.host[0].mobility.initialZ,30000m,
General-11-20210826-18:26:06-18972,param,,,*.host[1].mobility.initialX,0m,
General-11-20210826-18:26:06-18972,param,,,*.host[1].mobility.initialY,0m,
General-11-20210826-18:26:06-18972,param,,,*.host[1].mobility.initialZ,30000m,
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-11-20210826-18:26:06-18972,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-11-20210826-18:26:06-18972,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-14-20210826-18:26:09-280,runattr,,,configname,General,
General-14-20210826-18:26:09-280,runattr,,,datetime,20210826-18:26:09,
General-14-20210826-18:26:09-280,runattr,,,experiment,General,
General-14-20210826-18:26:09-280,runattr,,,inifile,omnetpp.ini,
General-14-20210826-18:26:09-280,runattr,,,iterationvars,$xValues=220000,
General-14-20210826-18:26:09-280,runattr,,,iterationvarsf,xValues=220000-,
General-14-20210826-18:26:09-280,runattr,,,measurement,$xValues=220000,
General-14-20210826-18:26:09-280,runattr,,,network,traceBasedRadioModel,
General-14-20210826-18:26:09-280,runattr,,,processid,280,
General-14-20210826-18:26:09-280,runattr,,,repetition,4,
General-14-20210826-18:26:09-280,runattr,,,replication,#4,
General-14-20210826-18:26:09-280,runattr,,,resultdir,results,
General-14-20210826-18:26:09-280,runattr,,,runnumber,14,
General-14-20210826-18:26:09-280,runattr,,,seedset,14,
General-14-20210826-18:26:09-280,itervar,,,xValues,220000,
General-14-20210826-18:26:09-280,param,,,*.numHosts,2,
General-14-20210826-18:26:09-280,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-14-20210826-18:26:09-280,param,,,*.host[*].numApps,1,
General-14-20210826-18:26:09-280,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-14-20210826-18:26:09-280,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-14-20210826-18:26:09-280,param,,,*.host[0].app[0].destPort,5000,
General-14-20210826-18:26:09-280,param,,,*.host[0].app[0].messageLength,100B,
General-14-20210826-18:26:09-280,param,,,*.host[0].app[0].sendInterval,1s,
General-14-20210826-18:26:09-280,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-14-20210826-18:26:09-280,param,,,*.host[0].app[0].startTime,0s,
General-14-20210826-18:26:09-280,param,,,*.host[0].app[0].stopTime,10000s,
General-14-20210826-18:26:09-280,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-14-20210826-18:26:09-280,param,,,*.host[1].app[0].localPort,5000,
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].mac.useAck,false,
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-14-20210826-18:26:09-280,param,,,*.host[*].**.bitrate,10 Mbps,
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
General-14-20210826-18:26:09-280,param,,,*.host[0].wlan[0].radio.displayCommunicationRange,true,
General-14-20210826-18:26:09-280,param,,,*.*host[*].mobility.typename,"""StationaryMobility""",
General-14-20210826-18:26:09-280,param,,,*.host[*].mobility.initFromDisplayString,false,
General-14-20210826-18:26:09-280,param,,,*.host[0].mobility.initialX,220000m,
General-14-20210826-18:26:09-280,param,,,*.host[0].mobility.initialY,0m,
General-14-20210826-18:26:09-280,param,,,*.host[0].mobility.initialZ,30000m,
General-14-20210826-18:26:09-280,param,,,*.host[1].mobility.initialX,0m,
General-14-20210826-18:26:09-280,param,,,*.host[1].mobility.initialY,0m,
General-14-20210826-18:26:09-280,param,,,*.host[1].mobility.initialZ,30000m,
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].radio.receiver.ignoreInterference,true,
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].radio.transmitter.interferenceRange,1932000m,
General-14-20210826-18:26:09-280,param,,,*.host[0].wlan[0].radio.displayInterferenceRange,true,
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].radio.receiver.Receiver_bandwidth_in_KHz,500,
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].radio.receiver.Tx_power,44,
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].radio.receiver.Tx_antenna_gain,2,
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].radio.receiver.Rx_antenna_gain,2,
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].radio.receiver.Tx_loss,4,
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].radio.receiver.Rx_loss,4,
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].radio.receiver.Noise_figure,6,
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].radio.receiver.Thermal_noise_density,-174,
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].radio.receiver.frequency,960,
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].radio.receiver.SNR_margin,0,
General-14-20210826-18:26:09-280,param,,,*.host[*].wlan[0].radio.receiver.errorModel.TraceFileName,"""per_snr.txt""",
General-15-20210826-18:26:09-9460,runattr,,,configname,General,
General-15-20210826-18:26:09-9460,runattr,,,datetime,20210826-18:26:09,
General-15-20210826-18:26:09-9460,runattr,,,experiment,General,
General-15-20210826-18:26:09-9460,runattr,,,inifile,omnetpp.ini,
General-15-20210826-18:26:09-9460,runattr,,,iterationvars,$xValues=220000,
General-15-20210826-18:26:09-9460,runattr,,,iterationvarsf,xValues=220000-,
General-15-20210826-18:26:09-9460,runattr,,,measurement,$xValues=220000,
General-15-20210826-18:26:09-9460,runattr,,,network,traceBasedRadioModel,
General-15-20210826-18:26:09-9460,runattr,,,processid,9460,
General-15-20210826-18:26:09-9460,runattr,,,repetition,5,
General-15-20210826-18:26:09-9460,runattr,,,replication,#5,
General-15-20210826-18:26:09-9460,runattr,,,resultdir,results,
General-15-20210826-18:26:09-9460,runattr,,,runnumber,15,
General-15-20210826-18:26:09-9460,runattr,,,seedset,15,
General-15-20210826-18:26:09-9460,itervar,,,xValues,220000,
General-15-20210826-18:26:09-9460,param,,,*.numHosts,2,
General-15-20210826-18:26:09-9460,param,,,*.host[*].ipv4.arp.typename,"""GlobalArp""",
General-15-20210826-18:26:09-9460,param,,,*.host[*].numApps,1,
General-15-20210826-18:26:09-9460,param,,,*.host[0].app[0].typename,"""UdpBasicApp""",
General-15-20210826-18:26:09-9460,param,,,*.host[0].app[0].destAddresses,"""host[1]""",
General-15-20210826-18:26:09-9460,param,,,*.host[0].app[0].destPort,5000,
General-15-20210826-18:26:09-9460,param,,,*.host[0].app[0].messageLength,100B,
General-15-20210826-18:26:09-9460,param,,,*.host[0].app[0].sendInterval,1s,
General-15-20210826-18:26:09-9460,param,,,*.host[0].app[0].packetName,"""UDPData""",
General-15-20210826-18:26:09-9460,param,,,*.host[0].app[0].startTime,0s,
General-15-20210826-18:26:09-9460,param,,,*.host[0].app[0].stopTime,10000s,
General-15-20210826-18:26:09-9460,param,,,*.host[1].app[0].typename,"""UdpSink""",
General-15-20210826-18:26:09-9460,param,,,*.host[1].app[0].localPort,5000,
General-15-20210826-18:26:09-9460,param,,,*.host[*].wlan[0].typename,"""WirelessInterface""",
General-15-20210826-18:26:09-9460,param,,,*.host[*].wlan[0].radio.typename,"""TraceBasedRadio""",
General-15-20210826-18:26:09-9460,param,,,*.host[*].wlan[0].mac.typename,"""AckingMac""",
General-15-20210826-18:26:09-9460,param,,,*.host[*].wlan[0].mac.useAck,false,
General-15-20210826-18:26:09-9460,param,,,*.host[*].wlan[0].mac.fullDuplex,false,
General-15-20210826-18:26:09-9460,param,,,*.host[*].wlan[0].mac.headerLength,23B,
General-15-20210826-18:26:09-9460,param,,,*.host[*].**.bitrate,10 Mbps,
General-15-20210826-18:26:09-9460,param,,,*.host[*].wlan[0].radio.transmitter.communicationRange,1922070m,
